video_path,label,class_name
sampled_frames/14/Dashboard_user_id_13522_NoAudio_5_486_507_clip_15_sec000.mp4,14,Hand on head
sampled_frames/14/Dashboard_user_id_13522_NoAudio_5_486_507_clip_15_sec001.mp4,14,Hand on head
sampled_frames/14/Dashboard_user_id_13522_NoAudio_5_486_507_clip_15_sec002.mp4,14,Hand on head
sampled_frames/14/Dashboard_user_id_13522_NoAudio_5_486_507_clip_15_sec003.mp4,14,Hand on head
sampled_frames/14/Dashboard_user_id_13522_NoAudio_5_486_507_clip_15_sec004.mp4,14,Hand on head
sampled_frames/8/Dashboard_user_id_13522_NoAudio_7_11_21_clip_16_sec000.mp4,8,Adjust control panel
sampled_frames/8/Dashboard_user_id_13522_NoAudio_7_11_21_clip_16_sec001.mp4,8,Adjust control panel
sampled_frames/8/Dashboard_user_id_13522_NoAudio_7_11_21_clip_16_sec002.mp4,8,Adjust control panel
sampled_frames/8/Dashboard_user_id_13522_NoAudio_7_11_21_clip_16_sec003.mp4,8,Adjust control panel
sampled_frames/8/Dashboard_user_id_13522_NoAudio_7_11_21_clip_16_sec004.mp4,8,Adjust control panel
sampled_frames/12/Dashboard_user_id_13522_NoAudio_7_48_68_clip_17_sec000.mp4,12,Talk to passenger at backseat
sampled_frames/12/Dashboard_user_id_13522_NoAudio_7_48_68_clip_17_sec001.mp4,12,Talk to passenger at backseat
sampled_frames/12/Dashboard_user_id_13522_NoAudio_7_48_68_clip_17_sec002.mp4,12,Talk to passenger at backseat
sampled_frames/12/Dashboard_user_id_13522_NoAudio_7_48_68_clip_17_sec003.mp4,12,Talk to passenger at backseat
sampled_frames/12/Dashboard_user_id_13522_NoAudio_7_48_68_clip_17_sec004.mp4,12,Talk to passenger at backseat
sampled_frames/6/Dashboard_user_id_13522_NoAudio_7_85_105_clip_18_sec000.mp4,6,Text (Left)
sampled_frames/6/Dashboard_user_id_13522_NoAudio_7_85_105_clip_18_sec001.mp4,6,Text (Left)
sampled_frames/6/Dashboard_user_id_13522_NoAudio_7_85_105_clip_18_sec002.mp4,6,Text (Left)
sampled_frames/6/Dashboard_user_id_13522_NoAudio_7_85_105_clip_18_sec003.mp4,6,Text (Left)
sampled_frames/6/Dashboard_user_id_13522_NoAudio_7_85_105_clip_18_sec004.mp4,6,Text (Left)
sampled_frames/5/Dashboard_user_id_13522_NoAudio_7_122_141_clip_19_sec000.mp4,5,Text (Right)
sampled_frames/5/Dashboard_user_id_13522_NoAudio_7_122_141_clip_19_sec001.mp4,5,Text (Right)
sampled_frames/5/Dashboard_user_id_13522_NoAudio_7_122_141_clip_19_sec002.mp4,5,Text (Right)
sampled_frames/5/Dashboard_user_id_13522_NoAudio_7_122_141_clip_19_sec003.mp4,5,Text (Right)
sampled_frames/5/Dashboard_user_id_13522_NoAudio_7_122_141_clip_19_sec004.mp4,5,Text (Right)
sampled_frames/0/Dashboard_user_id_13522_NoAudio_7_157_178_clip_20_sec000.mp4,0,Normal Forward Driving
sampled_frames/0/Dashboard_user_id_13522_NoAudio_7_157_178_clip_20_sec001.mp4,0,Normal Forward Driving
sampled_frames/0/Dashboard_user_id_13522_NoAudio_7_157_178_clip_20_sec002.mp4,0,Normal Forward Driving
sampled_frames/0/Dashboard_user_id_13522_NoAudio_7_157_178_clip_20_sec003.mp4,0,Normal Forward Driving
sampled_frames/0/Dashboard_user_id_13522_NoAudio_7_157_178_clip_20_sec004.mp4,0,Normal Forward Driving
sampled_frames/1/Dashboard_user_id_13522_NoAudio_7_196_206_clip_21_sec000.mp4,1,Drinking
sampled_frames/1/Dashboard_user_id_13522_NoAudio_7_196_206_clip_21_sec001.mp4,1,Drinking
sampled_frames/1/Dashboard_user_id_13522_NoAudio_7_196_206_clip_21_sec002.mp4,1,Drinking
sampled_frames/1/Dashboard_user_id_13522_NoAudio_7_196_206_clip_21_sec003.mp4,1,Drinking
sampled_frames/1/Dashboard_user_id_13522_NoAudio_7_196_206_clip_21_sec004.mp4,1,Drinking
sampled_frames/13/Dashboard_user_id_13522_NoAudio_7_220_229_clip_22_sec000.mp4,13,yawning
sampled_frames/13/Dashboard_user_id_13522_NoAudio_7_220_229_clip_22_sec001.mp4,13,yawning
sampled_frames/13/Dashboard_user_id_13522_NoAudio_7_220_229_clip_22_sec002.mp4,13,yawning
sampled_frames/13/Dashboard_user_id_13522_NoAudio_7_220_229_clip_22_sec003.mp4,13,yawning
sampled_frames/13/Dashboard_user_id_13522_NoAudio_7_220_229_clip_22_sec004.mp4,13,yawning
sampled_frames/10/Dashboard_user_id_13522_NoAudio_7_258_263_clip_23_sec000.mp4,10,Pick up from floor (Passenger)
sampled_frames/10/Dashboard_user_id_13522_NoAudio_7_258_263_clip_23_sec001.mp4,10,Pick up from floor (Passenger)
sampled_frames/10/Dashboard_user_id_13522_NoAudio_7_258_263_clip_23_sec002.mp4,10,Pick up from floor (Passenger)
sampled_frames/10/Dashboard_user_id_13522_NoAudio_7_258_263_clip_23_sec003.mp4,10,Pick up from floor (Passenger)
sampled_frames/10/Dashboard_user_id_13522_NoAudio_7_258_263_clip_23_sec004.mp4,10,Pick up from floor (Passenger)
sampled_frames/9/Dashboard_user_id_13522_NoAudio_7_277_282_clip_24_sec000.mp4,9,Pick up from floor (Driver)
sampled_frames/9/Dashboard_user_id_13522_NoAudio_7_277_282_clip_24_sec001.mp4,9,Pick up from floor (Driver)
sampled_frames/9/Dashboard_user_id_13522_NoAudio_7_277_282_clip_24_sec002.mp4,9,Pick up from floor (Driver)
sampled_frames/9/Dashboard_user_id_13522_NoAudio_7_277_282_clip_24_sec003.mp4,9,Pick up from floor (Driver)
sampled_frames/9/Dashboard_user_id_13522_NoAudio_7_277_282_clip_24_sec004.mp4,9,Pick up from floor (Driver)
sampled_frames/4/Dashboard_user_id_13522_NoAudio_7_297_308_clip_25_sec000.mp4,4,Eating
sampled_frames/4/Dashboard_user_id_13522_NoAudio_7_297_308_clip_25_sec001.mp4,4,Eating
sampled_frames/4/Dashboard_user_id_13522_NoAudio_7_297_308_clip_25_sec002.mp4,4,Eating
sampled_frames/4/Dashboard_user_id_13522_NoAudio_7_297_308_clip_25_sec003.mp4,4,Eating
sampled_frames/4/Dashboard_user_id_13522_NoAudio_7_297_308_clip_25_sec004.mp4,4,Eating
sampled_frames/2/Dashboard_user_id_13522_NoAudio_7_326_343_clip_26_sec000.mp4,2,Phone Call(right)
sampled_frames/2/Dashboard_user_id_13522_NoAudio_7_326_343_clip_26_sec001.mp4,2,Phone Call(right)
sampled_frames/2/Dashboard_user_id_13522_NoAudio_7_326_343_clip_26_sec002.mp4,2,Phone Call(right)
sampled_frames/2/Dashboard_user_id_13522_NoAudio_7_326_343_clip_26_sec003.mp4,2,Phone Call(right)
sampled_frames/2/Dashboard_user_id_13522_NoAudio_7_326_343_clip_26_sec004.mp4,2,Phone Call(right)
sampled_frames/3/Dashboard_user_id_13522_NoAudio_7_362_370_clip_27_sec000.mp4,3,Phone Call(left)
sampled_frames/3/Dashboard_user_id_13522_NoAudio_7_362_370_clip_27_sec001.mp4,3,Phone Call(left)
sampled_frames/3/Dashboard_user_id_13522_NoAudio_7_362_370_clip_27_sec002.mp4,3,Phone Call(left)
sampled_frames/3/Dashboard_user_id_13522_NoAudio_7_362_370_clip_27_sec003.mp4,3,Phone Call(left)
sampled_frames/3/Dashboard_user_id_13522_NoAudio_7_362_370_clip_27_sec004.mp4,3,Phone Call(left)
sampled_frames/7/Dashboard_user_id_13522_NoAudio_7_384_387_clip_28_sec000.mp4,7,Reaching behind
sampled_frames/7/Dashboard_user_id_13522_NoAudio_7_384_387_clip_28_sec001.mp4,7,Reaching behind
sampled_frames/7/Dashboard_user_id_13522_NoAudio_7_384_387_clip_28_sec002.mp4,7,Reaching behind
sampled_frames/11/Dashboard_user_id_13522_NoAudio_7_415_434_clip_29_sec000.mp4,11,Talk to passenger at the right
sampled_frames/11/Dashboard_user_id_13522_NoAudio_7_415_434_clip_29_sec001.mp4,11,Talk to passenger at the right
sampled_frames/11/Dashboard_user_id_13522_NoAudio_7_415_434_clip_29_sec002.mp4,11,Talk to passenger at the right
sampled_frames/11/Dashboard_user_id_13522_NoAudio_7_415_434_clip_29_sec003.mp4,11,Talk to passenger at the right
sampled_frames/11/Dashboard_user_id_13522_NoAudio_7_415_434_clip_29_sec004.mp4,11,Talk to passenger at the right
sampled_frames/15/Dashboard_user_id_13522_NoAudio_7_449_470_clip_30_sec000.mp4,15,Singing or dancing with music
sampled_frames/15/Dashboard_user_id_13522_NoAudio_7_449_470_clip_30_sec001.mp4,15,Singing or dancing with music
sampled_frames/15/Dashboard_user_id_13522_NoAudio_7_449_470_clip_30_sec002.mp4,15,Singing or dancing with music
sampled_frames/15/Dashboard_user_id_13522_NoAudio_7_449_470_clip_30_sec003.mp4,15,Singing or dancing with music
sampled_frames/15/Dashboard_user_id_13522_NoAudio_7_449_470_clip_30_sec004.mp4,15,Singing or dancing with music
sampled_frames/14/Dashboard_user_id_13522_NoAudio_7_484_506_clip_31_sec000.mp4,14,Hand on head
sampled_frames/14/Dashboard_user_id_13522_NoAudio_7_484_506_clip_31_sec001.mp4,14,Hand on head
sampled_frames/14/Dashboard_user_id_13522_NoAudio_7_484_506_clip_31_sec002.mp4,14,Hand on head
sampled_frames/14/Dashboard_user_id_13522_NoAudio_7_484_506_clip_31_sec003.mp4,14,Hand on head
sampled_frames/14/Dashboard_user_id_13522_NoAudio_7_484_506_clip_31_sec004.mp4,14,Hand on head
sampled_frames/8/Dashboard_user_id_28557_NoAudio_5_467_472_clip_32_sec000.mp4,8,Adjust control panel
sampled_frames/8/Dashboard_user_id_28557_NoAudio_5_467_472_clip_32_sec001.mp4,8,Adjust control panel
sampled_frames/8/Dashboard_user_id_28557_NoAudio_5_467_472_clip_32_sec002.mp4,8,Adjust control panel
sampled_frames/8/Dashboard_user_id_28557_NoAudio_5_467_472_clip_32_sec003.mp4,8,Adjust control panel
sampled_frames/8/Dashboard_user_id_28557_NoAudio_5_467_472_clip_32_sec004.mp4,8,Adjust control panel
sampled_frames/12/Dashboard_user_id_28557_NoAudio_5_360_376_clip_33_sec000.mp4,12,Talk to passenger at backseat
sampled_frames/12/Dashboard_user_id_28557_NoAudio_5_360_376_clip_33_sec001.mp4,12,Talk to passenger at backseat
sampled_frames/12/Dashboard_user_id_28557_NoAudio_5_360_376_clip_33_sec002.mp4,12,Talk to passenger at backseat
sampled_frames/12/Dashboard_user_id_28557_NoAudio_5_360_376_clip_33_sec003.mp4,12,Talk to passenger at backseat
sampled_frames/12/Dashboard_user_id_28557_NoAudio_5_360_376_clip_33_sec004.mp4,12,Talk to passenger at backseat
sampled_frames/6/Dashboard_user_id_28557_NoAudio_5_33_48_clip_34_sec000.mp4,6,Text (Left)
sampled_frames/6/Dashboard_user_id_28557_NoAudio_5_33_48_clip_34_sec001.mp4,6,Text (Left)
sampled_frames/6/Dashboard_user_id_28557_NoAudio_5_33_48_clip_34_sec002.mp4,6,Text (Left)
sampled_frames/6/Dashboard_user_id_28557_NoAudio_5_33_48_clip_34_sec003.mp4,6,Text (Left)
sampled_frames/6/Dashboard_user_id_28557_NoAudio_5_33_48_clip_34_sec004.mp4,6,Text (Left)
sampled_frames/5/Dashboard_user_id_28557_NoAudio_5_277_287_clip_35_sec000.mp4,5,Text (Right)
sampled_frames/5/Dashboard_user_id_28557_NoAudio_5_277_287_clip_35_sec001.mp4,5,Text (Right)
sampled_frames/5/Dashboard_user_id_28557_NoAudio_5_277_287_clip_35_sec002.mp4,5,Text (Right)
sampled_frames/5/Dashboard_user_id_28557_NoAudio_5_277_287_clip_35_sec003.mp4,5,Text (Right)
sampled_frames/5/Dashboard_user_id_28557_NoAudio_5_277_287_clip_35_sec004.mp4,5,Text (Right)
sampled_frames/0/Dashboard_user_id_28557_NoAudio_5_66_84_clip_36_sec000.mp4,0,Normal Forward Driving
sampled_frames/0/Dashboard_user_id_28557_NoAudio_5_66_84_clip_36_sec001.mp4,0,Normal Forward Driving
sampled_frames/0/Dashboard_user_id_28557_NoAudio_5_66_84_clip_36_sec002.mp4,0,Normal Forward Driving
sampled_frames/0/Dashboard_user_id_28557_NoAudio_5_66_84_clip_36_sec003.mp4,0,Normal Forward Driving
sampled_frames/0/Dashboard_user_id_28557_NoAudio_5_66_84_clip_36_sec004.mp4,0,Normal Forward Driving
sampled_frames/1/Dashboard_user_id_28557_NoAudio_5_160_165_clip_37_sec000.mp4,1,Drinking
sampled_frames/1/Dashboard_user_id_28557_NoAudio_5_160_165_clip_37_sec001.mp4,1,Drinking
sampled_frames/1/Dashboard_user_id_28557_NoAudio_5_160_165_clip_37_sec002.mp4,1,Drinking
sampled_frames/1/Dashboard_user_id_28557_NoAudio_5_160_165_clip_37_sec003.mp4,1,Drinking
sampled_frames/1/Dashboard_user_id_28557_NoAudio_5_160_165_clip_37_sec004.mp4,1,Drinking
sampled_frames/13/Dashboard_user_id_28557_NoAudio_5_119_126_clip_38_sec000.mp4,13,yawning
sampled_frames/13/Dashboard_user_id_28557_NoAudio_5_119_126_clip_38_sec001.mp4,13,yawning
sampled_frames/13/Dashboard_user_id_28557_NoAudio_5_119_126_clip_38_sec002.mp4,13,yawning
sampled_frames/13/Dashboard_user_id_28557_NoAudio_5_119_126_clip_38_sec003.mp4,13,yawning
sampled_frames/13/Dashboard_user_id_28557_NoAudio_5_119_126_clip_38_sec004.mp4,13,yawning
sampled_frames/10/Dashboard_user_id_28557_NoAudio_5_8_9_clip_39_sec000.mp4,10,Pick up from floor (Passenger)
sampled_frames/9/Dashboard_user_id_28557_NoAudio_5_305_310_clip_40_sec000.mp4,9,Pick up from floor (Driver)
sampled_frames/9/Dashboard_user_id_28557_NoAudio_5_305_310_clip_40_sec001.mp4,9,Pick up from floor (Driver)
sampled_frames/9/Dashboard_user_id_28557_NoAudio_5_305_310_clip_40_sec002.mp4,9,Pick up from floor (Driver)
sampled_frames/9/Dashboard_user_id_28557_NoAudio_5_305_310_clip_40_sec003.mp4,9,Pick up from floor (Driver)
sampled_frames/9/Dashboard_user_id_28557_NoAudio_5_305_310_clip_40_sec004.mp4,9,Pick up from floor (Driver)
sampled_frames/4/Dashboard_user_id_28557_NoAudio_5_189_208_clip_41_sec000.mp4,4,Eating
sampled_frames/4/Dashboard_user_id_28557_NoAudio_5_189_208_clip_41_sec001.mp4,4,Eating
sampled_frames/4/Dashboard_user_id_28557_NoAudio_5_189_208_clip_41_sec002.mp4,4,Eating
sampled_frames/4/Dashboard_user_id_28557_NoAudio_5_189_208_clip_41_sec003.mp4,4,Eating
sampled_frames/4/Dashboard_user_id_28557_NoAudio_5_189_208_clip_41_sec004.mp4,4,Eating
sampled_frames/2/Dashboard_user_id_28557_NoAudio_5_328_343_clip_42_sec000.mp4,2,Phone Call(right)
sampled_frames/2/Dashboard_user_id_28557_NoAudio_5_328_343_clip_42_sec001.mp4,2,Phone Call(right)
sampled_frames/2/Dashboard_user_id_28557_NoAudio_5_328_343_clip_42_sec002.mp4,2,Phone Call(right)
sampled_frames/2/Dashboard_user_id_28557_NoAudio_5_328_343_clip_42_sec003.mp4,2,Phone Call(right)
sampled_frames/2/Dashboard_user_id_28557_NoAudio_5_328_343_clip_42_sec004.mp4,2,Phone Call(right)
sampled_frames/3/Dashboard_user_id_28557_NoAudio_5_248_261_clip_43_sec000.mp4,3,Phone Call(left)
sampled_frames/3/Dashboard_user_id_28557_NoAudio_5_248_261_clip_43_sec001.mp4,3,Phone Call(left)
sampled_frames/3/Dashboard_user_id_28557_NoAudio_5_248_261_clip_43_sec002.mp4,3,Phone Call(left)
sampled_frames/3/Dashboard_user_id_28557_NoAudio_5_248_261_clip_43_sec003.mp4,3,Phone Call(left)
sampled_frames/3/Dashboard_user_id_28557_NoAudio_5_248_261_clip_43_sec004.mp4,3,Phone Call(left)
sampled_frames/7/Dashboard_user_id_28557_NoAudio_5_98_101_clip_44_sec000.mp4,7,Reaching behind
sampled_frames/7/Dashboard_user_id_28557_NoAudio_5_98_101_clip_44_sec001.mp4,7,Reaching behind
sampled_frames/7/Dashboard_user_id_28557_NoAudio_5_98_101_clip_44_sec002.mp4,7,Reaching behind
sampled_frames/11/Dashboard_user_id_28557_NoAudio_5_433_447_clip_45_sec000.mp4,11,Talk to passenger at the right
sampled_frames/11/Dashboard_user_id_28557_NoAudio_5_433_447_clip_45_sec001.mp4,11,Talk to passenger at the right
sampled_frames/11/Dashboard_user_id_28557_NoAudio_5_433_447_clip_45_sec002.mp4,11,Talk to passenger at the right
sampled_frames/11/Dashboard_user_id_28557_NoAudio_5_433_447_clip_45_sec003.mp4,11,Talk to passenger at the right
sampled_frames/11/Dashboard_user_id_28557_NoAudio_5_433_447_clip_45_sec004.mp4,11,Talk to passenger at the right
sampled_frames/15/Dashboard_user_id_28557_NoAudio_5_213_228_clip_46_sec000.mp4,15,Singing or dancing with music
sampled_frames/15/Dashboard_user_id_28557_NoAudio_5_213_228_clip_46_sec001.mp4,15,Singing or dancing with music
sampled_frames/15/Dashboard_user_id_28557_NoAudio_5_213_228_clip_46_sec002.mp4,15,Singing or dancing with music
sampled_frames/15/Dashboard_user_id_28557_NoAudio_5_213_228_clip_46_sec003.mp4,15,Singing or dancing with music
sampled_frames/15/Dashboard_user_id_28557_NoAudio_5_213_228_clip_46_sec004.mp4,15,Singing or dancing with music
sampled_frames/14/Dashboard_user_id_28557_NoAudio_5_390_409_clip_47_sec000.mp4,14,Hand on head
sampled_frames/14/Dashboard_user_id_28557_NoAudio_5_390_409_clip_47_sec001.mp4,14,Hand on head
sampled_frames/14/Dashboard_user_id_28557_NoAudio_5_390_409_clip_47_sec002.mp4,14,Hand on head
sampled_frames/14/Dashboard_user_id_28557_NoAudio_5_390_409_clip_47_sec003.mp4,14,Hand on head
sampled_frames/14/Dashboard_user_id_28557_NoAudio_5_390_409_clip_47_sec004.mp4,14,Hand on head
sampled_frames/8/Dashboard_user_id_28557_NoAudio_7_465_470_clip_48_sec000.mp4,8,Adjust control panel
sampled_frames/8/Dashboard_user_id_28557_NoAudio_7_465_470_clip_48_sec001.mp4,8,Adjust control panel
sampled_frames/8/Dashboard_user_id_28557_NoAudio_7_465_470_clip_48_sec002.mp4,8,Adjust control panel
sampled_frames/8/Dashboard_user_id_28557_NoAudio_7_465_470_clip_48_sec003.mp4,8,Adjust control panel
sampled_frames/8/Dashboard_user_id_28557_NoAudio_7_465_470_clip_48_sec004.mp4,8,Adjust control panel
sampled_frames/12/Dashboard_user_id_28557_NoAudio_7_359_376_clip_49_sec000.mp4,12,Talk to passenger at backseat
sampled_frames/12/Dashboard_user_id_28557_NoAudio_7_359_376_clip_49_sec001.mp4,12,Talk to passenger at backseat
sampled_frames/12/Dashboard_user_id_28557_NoAudio_7_359_376_clip_49_sec002.mp4,12,Talk to passenger at backseat
sampled_frames/12/Dashboard_user_id_28557_NoAudio_7_359_376_clip_49_sec003.mp4,12,Talk to passenger at backseat
sampled_frames/12/Dashboard_user_id_28557_NoAudio_7_359_376_clip_49_sec004.mp4,12,Talk to passenger at backseat
sampled_frames/6/Dashboard_user_id_28557_NoAudio_7_33_41_clip_50_sec000.mp4,6,Text (Left)
sampled_frames/6/Dashboard_user_id_28557_NoAudio_7_33_41_clip_50_sec001.mp4,6,Text (Left)
sampled_frames/6/Dashboard_user_id_28557_NoAudio_7_33_41_clip_50_sec002.mp4,6,Text (Left)
